Created Date,Problem (formerly Complaint Type),Problem Detail (formerly Descriptor),Status,Resolution Description,Borough
01/02/2026 05:45:45 PM,heat/hot water,apartment,closed,hpd conducted inspection complaint condition observed inspector violate housing law enforced hpd complaint closed,bronx
01/02/2026 05:45:43 PM,heat/hot water,entire building,closed,complaint duplicate buildingwide condition already reported another tenant original complaint still open hpd may need confirm condition exists inspecting one apartment cannot contact tenant original complaint get access apartment hpd may attempt contact person filed complaint verify correction condition may conduct inspection unit check hpdonline see,manhattan
01/02/2026 05:45:41 PM,blocked driveway,partial access,closed,new york city police department responded complaint investigation determined criminal violation existed condition corrected without need issue summons effect arrest problem persists please contact create another complaint possible provide contact information responding officer may reach detail necessary complaint may referred local precinct special operation unit quality life etc thank attention matter count new yorkers like maintain safe city please let u know see condition require attention,queen
01/02/2026 05:45:30 PM,street condition,pothole,closed,department transportation inspected complaint find reported problem,queen
01/02/2026 05:45:24 PM,street condition,pothole,pending,department transportation inspected complaint referred bridge division action,queen
01/02/2026 05:45:21 PM,consumer complaint,barber shop beauty salon nail salon,closed,department consumer worker protection dcwp closed complaint closed didnt submit completed complaint form requested document within day dcwps request,manhattan
01/02/2026 05:45:13 PM,illegal parking,posted parking sign violation,closed,new york city police department responded complaint observed criminal violation upon arrival problem persists please contact create another complaint possible provide contact information responding officer may reach detail count new yorkers like maintain safe city please let u know see condition require attention,bronx
01/02/2026 05:44:33 PM,illegal parking,double parked blocking traffic,closed,new york city police department responded complaint investigation determined criminal violation existed condition corrected without need issue summons effect arrest problem persists please contact create another complaint possible provide contact information responding officer may reach detail necessary complaint may referred local precinct special operation unit quality life etc thank attention matter count new yorkers like maintain safe city please let u know see condition require attention,manhattan
01/02/2026 05:44:19 PM,graffiti,graffiti,open,graffiti property scheduled removed city,brooklyn
01/02/2026 05:44:11 PM,nonemergency police matter,complaint detail,closed,new york city police department responded complaint information available observed evidence criminal violation time problem persists please contact create another complaint possible provide contact information responding officer may reach detail necessary complaint may referred local precinct special operation unit quality life etc count new yorkers like maintain safe city please let u know see condition require attention,queen
01/02/2026 05:44:04 PM,illegal parking,blocked hydrant,closed,new york city police department responded complaint observed criminal violation upon arrival problem persists please contact create another complaint possible provide contact information responding officer may reach detail count new yorkers like maintain safe city please let u know see condition require attention,bronx
01/02/2026 05:44:00 PM,water system,leak use comment wa,closed,department environmental protection determined complaint duplicate previously filed complaint original complaint addressed,brooklyn
01/02/2026 05:44:00 PM,noise,noise private carting noise nq,closed,department environmental protection dep didnt observe violation nyc air noise code time inspection couldnt issue summons problem still exists please go nycgov/ call file new service request youre outside new york city please call newyork,manhattan
01/02/2026 05:44:00 PM,noise,noise alarm nr,closed,department environmental protection dep didnt observe violation nyc air noise code time inspection couldnt issue summons problem still exists please go nycgov/ call file new service request youre outside new york city please call newyork,bronx
01/02/2026 05:44:00 PM,traffic signal condition,pedestrian signal,closed,service request status request available department transportation website please click learn link,brooklyn
01/02/2026 05:43:57 PM,special project inspection team spit,illegal hotel room residential building,assigned,department building attempted investigate complaint could gain access location please schedule appointment follow inspection contacting appropriate unit department building find contact information https//wwwnycgov/site/buildings/dob/contactuspage,manhattan
01/02/2026 05:43:53 PM,blocked driveway,partial access,closed,new york city police department responded complaint investigation determined violation law occurred police issued summons response complaint thank attention matter count new yorkers like maintain safe city please let u know see condition require attention,queen
01/02/2026 05:43:45 PM,illegal parking,commercial overnight parking,closed,new york city police department responded complaint investigation determined criminal violation existed condition corrected without need issue summons effect arrest problem persists please contact create another complaint possible provide contact information responding officer may reach detail necessary complaint may referred local precinct special operation unit quality life etc thank attention matter count new yorkers like maintain safe city please let u know see condition require attention,brooklyn
01/02/2026 05:43:38 PM,elevator,elevator single device property/no alternate service,closed,department building reviewed complaint closed problem still exists please call file new complaint outside new york city please call newyork,bronx
01/02/2026 05:43:38 PM,building/use,certificate occupancy/illegal/contrary co,open,service request submitted department building please check back later status,brooklyn
01/02/2026 05:43:31 PM,lost property,electronics/phones,closed,see note information,queen
01/02/2026 05:43:27 PM,hire vehicle complaint,driver complaint non passenger,progress,nan,bronx
01/02/2026 05:42:46 PM,consumer complaint,restaurant,closed,department consumer worker protection dcwp enforcement division reviewing nyc service request enforcement division need conduct inspection may take day complete please wait day date update calling dcwp status get status calling dcwp consumer service must provide nyc service request number,bronx
01/02/2026 05:42:45 PM,heat/hot water,entire building,closed,department housing preservation development contacted tenant building verified following condition corrected complaint closed condition still exists please file new complaint,bronx
01/02/2026 05:42:40 PM,illegal posting,poster sign,closed,department sanitation removed illegal posting location department issue notice violation responsible party identified,brooklyn
01/02/2026 05:42:35 PM,noise residential,loud music/party,closed,new york city police department responded complaint officer unable gain entry premise problem persists please contact create another complaint ensure contact information eg buzzer number phone number etc available assist responding officer gaining entry properly investigate complaint count new yorkers like maintain safe city please let u know see condition require attention,bronx
01/02/2026 05:42:23 PM,noise residential,banging/pounding,closed,new york city police department responded complaint information available observed evidence criminal violation time problem persists please contact create another complaint possible provide contact information responding officer may reach detail necessary complaint may referred local precinct special operation unit quality life etc count new yorkers like maintain safe city please let u know see condition require attention,queen
01/02/2026 05:42:18 PM,blocked driveway,access,closed,new york city police department responded complaint information available observed evidence criminal violation time problem persists please contact create another complaint possible provide contact information responding officer may reach detail necessary complaint may referred local precinct special operation unit quality life etc count new yorkers like maintain safe city please let u know see condition require attention,queen
01/02/2026 05:42:17 PM,dirty condition,trash,closed,department sanitation investigated complaint found condition location,queen
01/02/2026 05:42:13 PM,illegal parking,posted parking sign violation,closed,new york city police department responded complaint investigation determined violation law occurred police issued summons response complaint thank attention matter count new yorkers like maintain safe city please let u know see condition require attention,brooklyn
01/02/2026 05:42:05 PM,heat/hot water,entire building,closed,complaint duplicate buildingwide condition already reported another tenant original complaint still open hpd may need confirm condition exists inspecting one apartment cannot contact tenant original complaint get access apartment hpd may attempt contact person filed complaint verify correction condition may conduct inspection unit check hpdonline see,brooklyn
01/02/2026 05:42:03 PM,blocked driveway,partial access,closed,new york city police department responded complaint investigation determined violation law occurred police issued summons response complaint thank attention matter count new yorkers like maintain safe city please let u know see condition require attention,brooklyn
01/02/2026 05:41:57 PM,heat/hot water,entire building,closed,department housing preservation development contacted tenant building verified following condition corrected complaint closed condition still exists please file new complaint,bronx
01/02/2026 05:41:56 PM,dirty condition,trash,closed,department sanitation investigated complaint found condition location,queen
01/02/2026 05:41:53 PM,heat/hot water,apartment,closed,complaint duplicate buildingwide condition already reported another tenant original complaint still open hpd may need confirm condition exists inspecting one apartment cannot contact tenant original complaint get access apartment hpd may attempt contact person filed complaint verify correction condition may conduct inspection unit check hpdonline see,brooklyn
01/02/2026 05:41:53 PM,unsanitary condition,sewage,open,following complaint condition still open hpd already attempted notify property owner condition exists tenant provide access owner make repair hpd may attempt contact tenant phone verify correction condition hpd inspector may attempt conduct inspection,brooklyn
01/02/2026 05:41:53 PM,unsanitary condition,pest,open,following complaint condition still open hpd already attempted notify property owner condition exists tenant provide access owner make repair hpd may attempt contact tenant phone verify correction condition hpd inspector may attempt conduct inspection,brooklyn
01/02/2026 05:41:50 PM,heat/hot water,apartment,closed,hpd responded complaint heat hot water building occupant building confirmed heat hot water restored inspector attempted conduct inspection contacted phone number associated complaint complaint closed please submit new service request condition still exists,bronx
01/02/2026 05:41:50 PM,heat/hot water,entire building,closed,complaint duplicate buildingwide condition already reported another tenant original complaint still open hpd may need confirm condition exists inspecting one apartment cannot contact tenant original complaint get access apartment hpd may attempt contact person filed complaint verify correction condition may conduct inspection unit check hpdonline see,queen
01/02/2026 05:41:49 PM,heat/hot water,entire building,closed,hpd responded complaint heat hot water building occupant building confirmed heat hot water restored inspector attempted conduct inspection contacted phone number associated complaint complaint closed please submit new service request condition still exists,manhattan
01/02/2026 05:41:39 PM,illegal parking,double parked blocking traffic,closed,new york city police department responded complaint observed criminal violation upon arrival problem persists please contact create another complaint possible provide contact information responding officer may reach detail count new yorkers like maintain safe city please let u know see condition require attention,unspecified
01/02/2026 05:41:38 PM,illegal parking,posted parking sign violation,closed,new york city police department responded complaint observed criminal violation upon arrival problem persists please contact create another complaint possible provide contact information responding officer may reach detail count new yorkers like maintain safe city please let u know see condition require attention,bronx
01/02/2026 05:41:12 PM,illegal parking,posted parking sign violation,closed,new york city police department responded complaint observed criminal violation upon arrival problem persists please contact create another complaint possible provide contact information responding officer may reach detail count new yorkers like maintain safe city please let u know see condition require attention,manhattan
01/02/2026 05:40:48 PM,noise vehicle,car/truck music,closed,new york city police department responded complaint information available observed evidence criminal violation time problem persists please contact create another complaint possible provide contact information responding officer may reach detail necessary complaint may referred local precinct special operation unit quality life etc count new yorkers like maintain safe city please let u know see condition require attention,manhattan
01/02/2026 05:40:40 PM,illegal parking,posted parking sign violation,closed,new york city police department responded complaint observed criminal violation upon arrival problem persists please contact create another complaint possible provide contact information responding officer may reach detail count new yorkers like maintain safe city please let u know see condition require attention,queen
01/02/2026 05:40:37 PM,boiler,boiler defective/inoperative/no permit,open,service request submitted department building please check back later status,brooklyn
01/02/2026 05:40:37 PM,noise residential,loud television,closed,new york city police department responded complaint investigation determined police action necessary problem persists please contact create another complaint possible provide contact information responding officer may reach detail count new yorkers like maintain safe city please let u know see condition require attention,bronx
01/02/2026 05:40:36 PM,special project inspection team spit,illegal hotel room residential building,open,service request submitted department building please check back later status,manhattan
01/02/2026 05:40:12 PM,illegal posting,poster sign,closed,department sanitation removed illegal posting location department issue notice violation responsible party identified,brooklyn
01/02/2026 05:40:06 PM,noise residential,banging/pounding,closed,new york city police department responded complaint information available observed evidence criminal violation time problem persists please contact create another complaint possible provide contact information responding officer may reach detail necessary complaint may referred local precinct special operation unit quality life etc count new yorkers like maintain safe city please let u know see condition require attention,brooklyn
01/02/2026 05:39:39 PM,noise residential,loud music/party,closed,new york city police department responded complaint information available observed evidence criminal violation time problem persists please contact create another complaint possible provide contact information responding officer may reach detail necessary complaint may referred local precinct special operation unit quality life etc count new yorkers like maintain safe city please let u know see condition require attention,manhattan
01/02/2026 05:39:30 PM,traffic,truck route violation,closed,new york city police department responded complaint investigation determined police action necessary problem persists please contact create another complaint possible provide contact information responding officer may reach detail count new yorkers like maintain safe city please let u know see condition require attention,manhattan
01/02/2026 05:39:21 PM,noise street/sidewalk,loud music/party,closed,new york city police department responded complaint information available observed evidence criminal violation time problem persists please contact create another complaint possible provide contact information responding officer may reach detail necessary complaint may referred local precinct special operation unit quality life etc count new yorkers like maintain safe city please let u know see condition require attention,queen
01/02/2026 05:39:01 PM,consumer complaint,thirdparty food delivery service,closed,department consumer worker protection dcwp closed complaint closed didnt submit completed complaint form requested document within day dcwps request,bronx
01/02/2026 05:38:59 PM,heat/hot water,apartment,closed,hpd responded complaint heat hot water building occupant building confirmed heat hot water restored inspector attempted conduct inspection contacted phone number associated complaint complaint closed please submit new service request condition still exists,brooklyn
01/02/2026 05:38:59 PM,noise residential,banging/pounding,closed,new york city police department responded complaint information available observed evidence criminal violation time problem persists please contact create another complaint possible provide contact information responding officer may reach detail necessary complaint may referred local precinct special operation unit quality life etc count new yorkers like maintain safe city please let u know see condition require attention,brooklyn
01/02/2026 05:38:54 PM,noise residential,banging/pounding,closed,new york city police department responded complaint investigation determined criminal violation existed condition corrected without need issue summons effect arrest problem persists please contact create another complaint possible provide contact information responding officer may reach detail necessary complaint may referred local precinct special operation unit quality life etc thank attention matter count new yorkers like maintain safe city please let u know see condition require attention,manhattan
01/02/2026 05:38:53 PM,illegal parking,blocked hydrant,closed,new york city police department responded complaint observed criminal violation upon arrival problem persists please contact create another complaint possible provide contact information responding officer may reach detail count new yorkers like maintain safe city please let u know see condition require attention,queen
01/02/2026 05:38:50 PM,door/window,window frame,closed,department housing preservation development unable access room following condition reported violation issued complaint closed,manhattan
01/02/2026 05:38:50 PM,safety,smoke detector,closed,hpd conducted inspection complaint condition observed inspector violate housing law enforced hpd complaint closed,manhattan
01/02/2026 05:38:50 PM,heat/hot water,apartment,closed,hpd conducted inspection complaint condition observed inspector violate housing law enforced hpd complaint closed,manhattan
01/02/2026 05:38:47 PM,heat/hot water,entire building,closed,complaint duplicate buildingwide condition already reported another tenant original complaint still open hpd may need confirm condition exists inspecting one apartment cannot contact tenant original complaint get access apartment hpd may attempt contact person filed complaint verify correction condition may conduct inspection unit check hpdonline see,brooklyn
01/02/2026 05:38:00 PM,air quality,air odor sweet unknown source az,closed,department environmental protection dep didnt observe violation nyc air noise code time inspection couldnt issue summons problem still exists please go nycgov/ call file new service request youre outside new york city please call newyork,queen
01/02/2026 05:37:48 PM,encampment,nan,closed,new york city police department responded complaint observed encampment noted location problem persists please contact create another complaint possible provide contact information responding officer may reach detail count new yorkers like maintain safe city please let u know see condition require attention,manhattan
01/02/2026 05:37:36 PM,investigation discipline iad,investigative inspection,assigned,department building attempted conduct inspection premise denied access second attempt made,queen
01/02/2026 05:36:50 PM,illegal posting,poster sign,closed,department sanitation removed illegal posting location department issue notice violation responsible party identified,brooklyn
01/02/2026 05:36:49 PM,damaged tree,entire tree fallen,closed,nyc park performed work necessary correct condition,bronx
01/02/2026 05:36:46 PM,illegal parking,commercial overnight parking,closed,new york city police department responded complaint investigation determined criminal violation existed condition corrected without need issue summons effect arrest problem persists please contact create another complaint possible provide contact information responding officer may reach detail necessary complaint may referred local precinct special operation unit quality life etc thank attention matter count new yorkers like maintain safe city please let u know see condition require attention,bronx
01/02/2026 05:36:31 PM,illegal parking,blocked hydrant,closed,new york city police department responded complaint observed criminal violation upon arrival problem persists please contact create another complaint possible provide contact information responding officer may reach detail count new yorkers like maintain safe city please let u know see condition require attention,queen
01/02/2026 05:36:16 PM,heat/hot water,apartment,closed,complaint duplicate buildingwide condition already reported another tenant original complaint still open hpd may need confirm condition exists inspecting one apartment cannot contact tenant original complaint get access apartment hpd may attempt contact person filed complaint verify correction condition may conduct inspection unit check hpdonline see,bronx
01/02/2026 05:36:05 PM,heat/hot water,entire building,closed,complaint duplicate buildingwide condition already reported another tenant original complaint still open hpd may need confirm condition exists inspecting one apartment cannot contact tenant original complaint get access apartment hpd may attempt contact person filed complaint verify correction condition may conduct inspection unit check hpdonline see,manhattan
01/02/2026 05:36:04 PM,heat/hot water,entire building,closed,hpd conducted inspection complaint condition observed inspector violate housing law enforced hpd complaint closed,manhattan
01/02/2026 05:36:03 PM,unsanitary condition,pest,closed,hpd conducted inspection complaint condition observed inspector violate housing law enforced hpd complaint closed,manhattan
01/02/2026 05:36:03 PM,paint/plaster,cabinet,closed,hpd conducted inspection complaint condition observed inspector violate housing law enforced hpd complaint closed,manhattan
01/02/2026 05:36:03 PM,paint/plaster,wall,closed,hpd conducted inspection complaint condition observed inspector violate housing law enforced hpd complaint closed,manhattan
01/02/2026 05:36:03 PM,heat/hot water,apartment,closed,hpd conducted inspection complaint condition observed inspector violate housing law enforced hpd complaint closed,manhattan
01/02/2026 05:35:51 PM,plumbing,water supply,closed,department housing preservation development conducted attempted conduct inspection information inspection result found hpds website wwwnycgov/hpd using hpdonline enter address home page entering sr number complaint status option,queen
01/02/2026 05:35:49 PM,heat/hot water,entire building,closed,department housing preservation development contacted tenant building verified following condition corrected complaint closed condition still exists please file new complaint,bronx
01/02/2026 05:35:44 PM,heat/hot water,entire building,closed,complaint duplicate buildingwide condition already reported another tenant original complaint still open hpd may need confirm condition exists inspecting one apartment cannot contact tenant original complaint get access apartment hpd may attempt contact person filed complaint verify correction condition may conduct inspection unit check hpdonline see,queen
01/02/2026 05:35:43 PM,heat/hot water,entire building,closed,hpd responded complaint heat hot water building occupant building confirmed heat hot water restored inspector attempted conduct inspection contacted phone number associated complaint complaint closed please submit new service request condition still exists,manhattan
01/02/2026 05:35:42 PM,heat/hot water,entire building,closed,complaint duplicate buildingwide condition already reported another tenant original complaint still open hpd may need confirm condition exists inspecting one apartment cannot contact tenant original complaint get access apartment hpd may attempt contact person filed complaint verify correction condition may conduct inspection unit check hpdonline see,brooklyn
01/02/2026 05:35:00 PM,water system,hydrant defective wc,started,department environmental protection inspected complaint determined investigation required information available condition resolved please visit nycgov/ call later time check status complaint,queen
01/02/2026 05:35:00 PM,lead,lead kit request residential l,closed,department environmental protection dep mailed free lead test kit requested kit includes instruction collecting water sample contact information deps lead program unit question please use included prepaid label mail sample lab analysis may take lab day complete analysis mail test result service request closed status available,queen
01/02/2026 05:34:13 PM,heat/hot water,entire building,closed,department housing preservation development contacted tenant building verified following condition corrected complaint closed condition still exists please file new complaint,bronx
01/02/2026 05:34:00 PM,derelict vehicle,derelict vehicle,closed,owner claimed vehicle request closed action taken,bronx
01/02/2026 05:33:51 PM,illegal posting,poster sign,closed,department sanitation removed illegal posting location department issue notice violation responsible party identified,brooklyn
01/02/2026 05:33:42 PM,panhandling,nan,closed,new york city police department responded complaint information available observed evidence criminal violation time problem persists please contact create another complaint possible provide contact information responding officer may reach detail necessary complaint may referred local precinct special operation unit quality life etc count new yorkers like maintain safe city please let u know see condition require attention,queen
01/02/2026 05:33:23 PM,blocked driveway,access,closed,new york city police department responded complaint investigation determined violation law occurred police issued summons response complaint thank attention matter count new yorkers like maintain safe city please let u know see condition require attention,brooklyn
01/02/2026 05:33:00 PM,noise residential,loud music/party,closed,new york city police department responded complaint information available observed evidence criminal violation time problem persists please contact create another complaint possible provide contact information responding officer may reach detail necessary complaint may referred local precinct special operation unit quality life etc count new yorkers like maintain safe city please let u know see condition require attention,manhattan
01/02/2026 05:32:54 PM,heat/hot water,entire building,closed,complaint duplicate buildingwide condition already reported another tenant original complaint still open hpd may need confirm condition exists inspecting one apartment cannot contact tenant original complaint get access apartment hpd may attempt contact person filed complaint verify correction condition may conduct inspection unit check hpdonline see,brooklyn
01/02/2026 05:32:43 PM,heat/hot water,apartment,closed,hpd responded complaint heat hot water building occupant building confirmed heat hot water restored inspector attempted conduct inspection contacted phone number associated complaint complaint closed please submit new service request condition still exists,brooklyn
01/02/2026 05:32:42 PM,heat/hot water,apartment,closed,hpd conducted inspection complaint condition observed inspector violate housing law enforced hpd complaint closed,bronx
01/02/2026 05:32:23 PM,illegal parking,posted parking sign violation,closed,new york city police department responded complaint information available observed evidence criminal violation time problem persists please contact create another complaint possible provide contact information responding officer may reach detail necessary complaint may referred local precinct special operation unit quality life etc count new yorkers like maintain safe city please let u know see condition require attention,manhattan
01/02/2026 05:32:09 PM,noise residential,banging/pounding,closed,new york city police department responded complaint investigation determined criminal violation existed condition corrected without need issue summons effect arrest problem persists please contact create another complaint possible provide contact information responding officer may reach detail necessary complaint may referred local precinct special operation unit quality life etc thank attention matter count new yorkers like maintain safe city please let u know see condition require attention,brooklyn
01/02/2026 05:32:00 PM,derelict vehicle,derelict vehicle,closed,department sanitation dsny closed service request dsny determined vehicle isnt eligible removal dsny doesnt jurisdiction vehicle showing sign active ownership also cant remove vehicle would cause dsny damage property remove,brooklyn
01/02/2026 05:31:38 PM,noise street/sidewalk,loud talking,closed,new york city police department responded complaint investigation determined police action necessary problem persists please contact create another complaint possible provide contact information responding officer may reach detail count new yorkers like maintain safe city please let u know see condition require attention,manhattan
01/02/2026 05:31:36 PM,heat/hot water,entire building,closed,department housing preservation development contacted tenant building verified following condition corrected complaint closed condition still exists please file new complaint,bronx
01/02/2026 05:31:22 PM,noise residential,banging/pounding,closed,new york city police department responded complaint information available observed evidence criminal violation time problem persists please contact create another complaint possible provide contact information responding officer may reach detail necessary complaint may referred local precinct special operation unit quality life etc count new yorkers like maintain safe city please let u know see condition require attention,manhattan
01/02/2026 05:31:16 PM,blocked driveway,access,closed,new york city police department responded complaint observed criminal violation upon arrival problem persists please contact create another complaint possible provide contact information responding officer may reach detail count new yorkers like maintain safe city please let u know see condition require attention,queen
01/02/2026 05:31:06 PM,bus stop shelter placement,new bus stop shelter placement,closed,department transportation inspected condition reported find additional information note customer field,brooklyn
01/02/2026 05:31:06 PM,illegal posting,poster sign,closed,department sanitation removed illegal posting location department issue notice violation responsible party identified,brooklyn
01/02/2026 05:29:58 PM,noise residential,banging/pounding,closed,new york city police department responded complaint investigation determined criminal violation existed condition corrected without need issue summons effect arrest problem persists please contact create another complaint possible provide contact information responding officer may reach detail necessary complaint may referred local precinct special operation unit quality life etc thank attention matter count new yorkers like maintain safe city please let u know see condition require attention,bronx
01/02/2026 05:29:36 PM,heat/hot water,entire building,closed,department housing preservation development contacted tenant building verified following condition corrected complaint closed condition still exists please file new complaint,bronx
01/02/2026 05:29:31 PM,heat/hot water,entire building,closed,hpd responded complaint heat hot water building occupant building confirmed heat hot water restored inspector attempted conduct inspection contacted phone number associated complaint complaint closed please submit new service request condition still exists,bronx
01/02/2026 05:29:24 PM,street condition,pothole,closed,department transportation inspected complaint repaired problem,bronx
01/02/2026 05:29:19 PM,noise commercial,loud music/party,closed,new york city police department responded complaint investigation determined police action necessary problem persists please contact create another complaint possible provide contact information responding officer may reach detail count new yorkers like maintain safe city please let u know see condition require attention,queen
01/02/2026 05:29:17 PM,heat/hot water,entire building,closed,hpd responded complaint heat hot water building occupant building confirmed heat hot water restored inspector attempted conduct inspection contacted phone number associated complaint complaint closed please submit new service request condition still exists,brooklyn
01/02/2026 05:29:17 PM,noise residential,loud music/party,closed,new york city police department responded complaint information available observed evidence criminal violation time problem persists please contact create another complaint possible provide contact information responding officer may reach detail necessary complaint may referred local precinct special operation unit quality life etc count new yorkers like maintain safe city please let u know see condition require attention,bronx
01/02/2026 05:29:15 PM,illegal parking,blocked crosswalk,closed,new york city police department responded complaint investigation determined criminal violation existed condition corrected without need issue summons effect arrest problem persists please contact create another complaint possible provide contact information responding officer may reach detail necessary complaint may referred local precinct special operation unit quality life etc thank attention matter count new yorkers like maintain safe city please let u know see condition require attention,queen
01/02/2026 05:29:13 PM,water leak,heavy flow,closed,hpd inspected condition complaint closed violation issued law provides property owner time correct condition violation description date property owner correct violation available hpdonline owner corrected condition date provided may wish bring case housing court seeking correction conditionsto find start housing court case visit hpds w,brooklyn
01/02/2026 05:29:13 PM,paint/plaster,ceiling,closed,hpd conducted inspection complaint condition observed inspector violate housing law enforced hpd complaint closed,brooklyn
01/02/2026 05:29:06 PM,heat/hot water,apartment,closed,department housing preservation development able gain access apartment others building inspect lack heat hot water complaint closed condition still exists please file new complaint,queen
01/02/2026 05:29:03 PM,heat/hot water,apartment,closed,complaint duplicate buildingwide condition already reported another tenant original complaint still open hpd may need confirm condition exists inspecting one apartment cannot contact tenant original complaint get access apartment hpd may attempt contact person filed complaint verify correction condition may conduct inspection unit check hpdonline see,brooklyn
01/02/2026 05:29:00 PM,illegal parking,blocked bike lane,closed,new york city police department responded complaint investigation determined tow request necessary problem persists please contact create another complaint count new yorkers like maintain safe city please let u know see condition require attention,bronx
01/02/2026 05:28:49 PM,blocked driveway,access,closed,new york city police department responded complaint observed criminal violation upon arrival problem persists please contact create another complaint possible provide contact information responding officer may reach detail count new yorkers like maintain safe city please let u know see condition require attention,queen
01/02/2026 05:28:40 PM,illegal posting,poster sign,closed,department sanitation removed illegal posting location department issue notice violation responsible party identified,brooklyn
01/02/2026 05:28:23 PM,street condition,pothole,closed,department transportation inspected complaint repaired problem,bronx
01/02/2026 05:27:39 PM,noise residential,banging/pounding,closed,new york city police department responded complaint investigation determined police action necessary problem persists please contact create another complaint possible provide contact information responding officer may reach detail count new yorkers like maintain safe city please let u know see condition require attention,brooklyn
01/02/2026 05:26:46 PM,heat/hot water,entire building,closed,complaint duplicate buildingwide condition already reported another tenant original complaint still open hpd may need confirm condition exists inspecting one apartment cannot contact tenant original complaint get access apartment hpd may attempt contact person filed complaint verify correction condition may conduct inspection unit check hpdonline see,brooklyn
01/02/2026 05:26:38 PM,illegal posting,poster sign,closed,department sanitation removed illegal posting location department issue notice violation responsible party identified,brooklyn
01/02/2026 05:26:17 PM,noise residential,banging/pounding,closed,new york city police department responded complaint investigation determined criminal violation existed condition corrected without need issue summons effect arrest problem persists please contact create another complaint possible provide contact information responding officer may reach detail necessary complaint may referred local precinct special operation unit quality life etc thank attention matter count new yorkers like maintain safe city please let u know see condition require attention,queen
01/02/2026 05:26:16 PM,unsanitary condition,pest,closed,hpd conducted inspection complaint condition observed inspector violate housing law enforced hpd complaint closed,bronx
01/02/2026 05:26:15 PM,heat/hot water,apartment,closed,complaint duplicate buildingwide condition already reported another tenant original complaint still open hpd may need confirm condition exists inspecting one apartment cannot contact tenant original complaint get access apartment hpd may attempt contact person filed complaint verify correction condition may conduct inspection unit check hpdonline see,bronx
01/02/2026 05:26:04 PM,heat/hot water,apartment,closed,hpd responded complaint heat hot water building occupant building confirmed heat hot water restored inspector attempted conduct inspection contacted phone number associated complaint complaint closed please submit new service request condition still exists,brooklyn
01/02/2026 05:26:02 PM,noise residential,banging/pounding,closed,new york city police department responded complaint investigation determined criminal violation existed condition corrected without need issue summons effect arrest problem persists please contact create another complaint possible provide contact information responding officer may reach detail necessary complaint may referred local precinct special operation unit quality life etc thank attention matter count new yorkers like maintain safe city please let u know see condition require attention,bronx
01/02/2026 05:26:01 PM,heat/hot water,entire building,closed,department housing preservation development contacted tenant building verified following condition corrected complaint closed condition still exists please file new complaint,bronx
01/02/2026 05:26:00 PM,lead,lead kit request residential l,closed,department environmental protection dep mailed free lead test kit requested kit includes instruction collecting water sample contact information deps lead program unit question please use included prepaid label mail sample lab analysis may take lab day complete analysis mail test result service request closed status available,staten island
01/02/2026 05:26:00 PM,sewer,catch basin search sc,closed,department environmental protection determined issue previously reported another customer original complaint addressed condition persists please call calling nonnew york city area code submit new complaint,bronx
01/02/2026 05:25:57 PM,heat/hot water,apartment,closed,complaint duplicate buildingwide condition already reported another tenant original complaint still open hpd may need confirm condition exists inspecting one apartment cannot contact tenant original complaint get access apartment hpd may attempt contact person filed complaint verify correction condition may conduct inspection unit check hpdonline see,brooklyn
01/02/2026 05:25:54 PM,plumbing,water supply,closed,hpd inspected condition complaint closed violation issued law provides property owner time correct condition violation description date property owner correct violation available hpdonline owner corrected condition date provided may wish bring case housing court seeking correction conditionsto find start housing court case visit hpds w,brooklyn
01/02/2026 05:25:54 PM,door/window,door frame,closed,hpd inspected condition complaint closed violation issued law provides property owner time correct condition violation description date property owner correct violation available hpdonline owner corrected condition date provided may wish bring case housing court seeking correction conditionsto find start housing court case visit hpds w,brooklyn
01/02/2026 05:25:54 PM,paint/plaster,wall,closed,department housing preservation development unable access room following condition reported violation issued complaint closed,brooklyn
01/02/2026 05:25:54 PM,plumbing,bathtub/shower,closed,hpd inspected condition complaint closed violation issued law provides property owner time correct condition violation description date property owner correct violation available hpdonline owner corrected condition date provided may wish bring case housing court seeking correction conditionsto find start housing court case visit hpds w,brooklyn
01/02/2026 05:25:54 PM,unsanitary condition,pest,closed,hpd inspected condition complaint closed violation issued law provides property owner time correct condition violation description date property owner correct violation available hpdonline owner corrected condition date provided may wish bring case housing court seeking correction conditionsto find start housing court case visit hpds w,brooklyn
01/02/2026 05:25:54 PM,paint/plaster,ceiling,closed,department housing preservation development unable access room following condition reported violation issued complaint closed,brooklyn
01/02/2026 05:25:54 PM,door/window,door,closed,hpd conducted inspection complaint condition observed inspector violate housing law enforced hpd complaint closed,brooklyn
01/02/2026 05:25:47 PM,door/window,door,open,following complaint condition still open hpd already attempted notify property owner condition exists tenant provide access owner make repair hpd may attempt contact tenant phone verify correction condition hpd inspector may attempt conduct inspection,manhattan
01/02/2026 05:25:46 PM,heat/hot water,entire building,closed,hpd inspected condition complaint closed violation issued law provides property owner time correct condition violation description date property owner correct violation available hpdonline owner corrected condition date provided may wish bring case housing court seeking correction conditionsto find start housing court case visit hpds w,brooklyn
